"","Year","y2_statefips","y2_countyfips","n2","pop_estimate","inflow_per_Capita","percentage_change","data_issue_inflow"
"49083",2008,"51","165",3318,75075,0.0441958041958042,-7.66247086247086,0
"49084",2009,"51","165",3368,75850,0.044403427818062,0.46978129719717,0
"49085",2010,"51","165",3138,76408,0.0410689980106795,-7.50939729483253,0
"49086",2011,"51","165",2947,76861,0.0383419419471513,-6.64018163486487,0
"49087",2012,"51","165",3703,77137,0.0480054967136394,25.2036132645754,0
"49088",2013,"51","165",3853,77419,0.0497681447706635,3.67176298068249,0
"49089",2014,"51","165",3552,77878,0.0456097999435014,-8.35543467879749,0
"49090",2015,"51","165",2564,78445,0.0326853209254892,-28.3370657929266,0
"49091",2016,"51","165",3728,79367,0.0469716632857485,43.7087412812223,0
"49092",2017,"51","165",5311,80397,0.066059678843738,40.63729964568,0
"49093",2018,"51","165",4111,81261,0.0505900739592178,-23.4176204839157,0
"49094",2019,"51","165",3831,81948,0.0467491580026358,-7.59223234122624,0
"49095",2020,"51","165",4143,83765,0.0494597982450904,5.79826537689038,0
"49096",2021,"51","165",4274,84470,0.0505978453888955,2.30095387402435,0
"49097",2005,"51","167",852,28508,0.029886347691876,NA,NA
"49098",2006,"51","167",789,28618,0.0275700608008945,-7.75031768639652,0
"49099",2007,"51","167",877,28889,0.0303575755477864,10.1106586852408,0
"49100",2008,"51","167",881,28831,0.0305573861468558,0.658190239055598,0
"49101",2009,"51","167",907,29012,0.0312629256859231,2.30890016468194,0
"49102",2010,"51","167",799,28878,0.0276681210610153,-11.4986187186134,0
"49103",2011,"51","167",829,28683,0.028902137154412,4.46006467398128,0
"49104",2012,"51","167",879,28427,0.0309213072079361,6.98623095841153,0
"49105",2013,"51","167",828,28336,0.0292207792207792,-5.49953459509774,0
"49106",2014,"51","167",755,28077,0.0268903372867472,-7.97529017424305,0
"49107",2015,"51","167",517,27854,0.0185610684282329,-30.9749512239078,0
"49108",2016,"51","167",640,27422,0.0233389249507695,25.7412796090392,0
"49109",2017,"51","167",826,27046,0.0305405605265104,30.8567579309325,0
"49110",2018,"51","167",821,26795,0.0306400447844747,0.325744702288523,0
"49111",2019,"51","167",686,26586,0.0258030542390732,-15.7864995936704,0
"49112",2020,"51","167",859,25756,0.0333514520888337,29.2538928912146,0
"49113",2021,"51","167",788,25577,0.0308089298979552,-7.62342276464099,0
"49114",2005,"51","169",639,23084,0.0276815110032923,NA,NA
"49115",2006,"51","169",712,23272,0.0305947060845651,10.5239742184823,0
"49116",2007,"51","169",679,23302,0.0291391296884388,-4.75760869250747,0
"49117",2008,"51","169",741,23237,0.0318887980376124,9.43634342745874,0
"49118",2009,"51","169",673,23212,0.0289936239875926,-9.0789688799339,0
"49119",2010,"51","169",662,23128,0.0286233137322726,-1.27721272607565,0
"49120",2011,"51","169",572,23053,0.0248123888431007,-13.3140590387866,0
"49121",2012,"51","169",769,22954,0.0335017861810578,35.0203980475393,0
"49122",2013,"51","169",719,22768,0.0315794096978215,-5.73813131290053,0
"49123",2014,"51","169",630,22519,0.027976375505129,-11.4094412377222,0
"49124",2015,"51","169",453,22296,0.0203175457481163,-27.3760614759,0
"49125",2016,"51","169",577,22082,0.0261298795398967,28.6074600930547,0
"49126",2017,"51","169",796,21893,0.0363586534508747,39.145890035046,0
"49127",2018,"51","169",608,21672,0.0280546327057955,-22.8391867050275,0
"49128",2019,"51","169",649,21566,0.030093665955671,7.26808036041137,0
"49129",2020,"51","169",797,21585,0.0369237896687514,22.6962169485815,0
"49130",2021,"51","169",891,21482,0.0414765850479471,12.3302494679973,0
"49131",2005,"51","171",2493,39406,0.0632644774907375,NA,NA
"49132",2006,"51","171",2493,40610,0.0613888204875646,-2.96478699827629,0
"49133",2007,"51","171",2107,41214,0.0511234046683166,-16.7219629530551,0
"49134",2008,"51","171",2133,41720,0.0511265580057526,0.00616808965776382,0
"49135",2009,"51","171",1792,41743,0.0429293534245263,-16.0331633909407,0
"49136",2010,"51","171",1940,42052,0.0461333586987539,7.46343706261636,0
"49137",2011,"51","171",1863,42266,0.04407798230256,-4.45529320684267,0
"49138",2012,"51","171",2080,42530,0.0489066541264989,10.9548386103384,0
"49139",2013,"51","171",2132,42506,0.0501576248059098,2.55787418246835,0
"49140",2014,"51","171",2058,42729,0.0481640103910693,-3.97469860774899,0
"49141",2015,"51","171",1484,42848,0.0346340552651232,-28.0914214079956,0
"49142",2016,"51","171",2039,42907,0.0475213834572447,37.2099891088964,0
"49143",2017,"51","171",2757,43276,0.0637073666697477,34.0604208778256,0
"49144",2018,"51","171",2171,43473,0.0499390426241575,-21.611824134819,0
"49145",2019,"51","171",2208,43616,0.0506236243580337,1.3708347174943,0
"49146",2020,"51","171",2661,44263,0.0601179314551657,18.7546964831752,0
"49147",2021,"51","171",2415,44829,0.0538713779026969,-10.3904998080769,0
"49148",2005,"51","173",987,32519,0.030351486823088,NA,NA
"49149",2006,"51","173",1057,32632,0.0323915175288061,6.721353446732,0
"49150",2007,"51","173",896,32449,0.0276125612499615,-14.7537276529098,0
"49151",2008,"51","173",924,32386,0.028530846662138,3.32560751559315,0
"49152",2009,"51","173",936,32283,0.0289935879565096,1.62189822072733,0
"49153",2010,"51","173",859,32198,0.0266786756941425,-7.98422142799123,0
"49154",2011,"51","173",763,32047,0.023808780853122,-10.7572612446075,0
"49155",2012,"51","173",883,31896,0.0276837220968146,16.2752610795045,0
"49156",2013,"51","173",1010,31772,0.0317889966007806,14.8291999522647,0
"49157",2014,"51","173",781,31573,0.0247363253412726,-22.1858882432759,0
"49158",2015,"51","173",580,31419,0.0184601674146217,-25.3722322942571,0
"49159",2016,"51","173",767,31126,0.0246417785773951,33.4862139867546,0
"49160",2017,"51","173",1064,30731,0.0346230191012333,40.5053575677949,0
"49161",2018,"51","173",822,30454,0.0269915282064753,-22.0416679216923,0
"49162",2019,"51","173",659,30104,0.0218907786340686,-18.8975945837076,0
"49163",2020,"51","173",1011,29782,0.0339466792022027,55.072963687877,0
"49164",2021,"51","173",1030,29600,0.0347972972972973,2.50574758734996,0
"49165",2005,"51","175",901,17810,0.0505895564289725,NA,NA
"49166",2006,"51","175",1030,18028,0.0571333481251387,12.9350643849855,0
"49167",2007,"51","175",1025,18571,0.0551935813903398,-3.39515676650043,0
"49168",2008,"51","175",912,18706,0.0487544103496204,-11.6665215021657,0
"49169",2009,"51","175",775,18607,0.0416509915623153,-14.5697973503652,0
"49170",2010,"51","175",845,18640,0.0453326180257511,8.83922885227745,0
"49171",2011,"51","175",796,18638,0.0427084451121365,-5.7887080603285,0
"49172",2012,"51","175",986,18507,0.0532771383800724,24.7461438602751,0
"49173",2013,"51","175",858,18329,0.0468110644334115,-12.1366765244273,0
"49174",2014,"51","175",862,18223,0.0473028590243099,1.05059476183879,0
"49175",2015,"51","175",625,18136,0.0344618438464932,-27.1463827825238,0
"49176",2016,"51","175",913,18080,0.0504977876106195,46.5324601769911,0
"49177",2017,"51","175",1139,17841,0.0638417129084693,26.4247721122808,0
"49178",2018,"51","175",911,17713,0.0514311522610512,-19.439579676083,0
"49179",2019,"51","175",818,17631,0.0463955532868243,-9.79095111201761,0
"49180",2020,"51","175",1040,17952,0.0579322638146168,24.8659832904044,0
"49181",2021,"51","175",874,18037,0.0484559516549315,-16.3575726817951,0
"49182",2005,"51","177",11877,115017,0.103262995904953,NA,NA
"49183",2006,"51","177",11347,117891,0.0962499257788975,-6.79146490434075,0
"49184",2007,"51","177",9513,119083,0.07988545804187,-17.0020575128748,0
"49185",2008,"51","177",8905,120195,0.0740879404301344,-7.25728781413129,0
"49186",2009,"51","177",8724,121038,0.0720765379467605,-2.71488513744097,0
"49187",2010,"51","177",9024,122976,0.0733801717408275,1.80867981621132,0
"49188",2011,"51","177",8663,124537,0.0695616563752138,-5.20374274824589,0
"49189",2012,"51","177",9083,125827,0.072186414680474,3.77328321669386,0
"49190",2013,"51","177",9672,127392,0.075923134890731,5.1764867763515,0
"49191",2014,"51","177",9013,128804,0.0699745349523307,-7.83502939777389,0
"49192",2015,"51","177",6329,129948,0.0487040970234248,-30.3973980583024,0
"49193",2016,"51","177",10184,131252,0.0775911986103069,59.3114406227233,0
"49194",2017,"51","177",13332,132739,0.100437701052441,29.4447087444523,0
"49195",2018,"51","177",10313,134011,0.0769563692532702,-23.3790016628425,0
"49196",2019,"51","177",10146,136215,0.0744851888558529,-3.21114473226315,0
"49197",2020,"51","177",11896,140594,0.0846124301179282,13.5963154791405,0
"49198",2021,"51","177",12364,143957,0.0858867578513028,1.50607627224333,0
"49199",2005,"51","179",13855,117611,0.117803606805486,NA,NA
"49200",2006,"51","179",13817,119892,0.115245387515431,-2.17159674429951,0
"49201",2007,"51","179",12588,122526,0.102737378189119,-10.8533708775432,0
"49202",2008,"51","179",12141,124323,0.0976569098236046,-4.94510221602334,0
"49203",2009,"51","179",12384,126449,0.0979367175699294,0.286521196329211,0
"49204",2010,"51","179",12540,129832,0.0965863577546368,-1.37880852942454,0
"49205",2011,"51","179",12149,132200,0.0918986384266263,-4.85339693615831,0
"49206",2012,"51","179",12547,133368,0.0940780397096755,2.37152728306115,0
"49207",2013,"51","179",13402,135923,0.0985999426145685,4.80654456539234,0
"49208",2014,"51","179",12981,138791,0.0935291193232991,-5.14282580375483,0
"49209",2015,"51","179",8538,140868,0.060609932702956,-35.1967246762502,0
"49210",2016,"51","179",13962,143501,0.0972954892300402,60.5273012047002,0
"49211",2017,"51","179",19937,146792,0.135818028230421,39.5933452878791,0
"49212",2018,"51","179",15017,149824,0.10023093763349,-26.2020374324359,0
"49213",2019,"51","179",14784,152882,0.0967020316322392,-3.52077520630877,0
"49214",2020,"51","179",16842,157746,0.106766574112814,10.4077880378468,0
"49215",2021,"51","179",15993,161584,0.0989763838003763,-7.29646930902413,0
"49216",2005,"51","181",340,6865,0.0495265841223598,NA,NA
"49217",2006,"51","181",410,6991,0.0586468316406809,18.4148527097865,0
"49218",2007,"51","181",407,7042,0.0577960806589037,-1.45063417404977,0
"49219",2008,"51","181",361,7061,0.0511259028466223,-11.5408825931415,0
"49220",2009,"51","181",369,7037,0.0524371180900952,2.56467890143,0
"49221",2010,"51","181",381,7044,0.0540885860306644,3.14942544655429,0
"49222",2011,"51","181",332,6921,0.0479699465395174,-11.3122563190655,0
"49223",2012,"51","181",339,6839,0.0495686503874836,3.33271967824508,0
"49224",2013,"51","181",383,6787,0.0564314129954324,13.8449656270686,0
"49225",2014,"51","181",338,6780,0.0498525073746313,-11.6582330152422,0
"49226",2015,"51","181",208,6671,0.0311797331734373,-37.4560381905607,0
"49227",2016,"51","181",330,6554,0.0503509307293256,61.4860860073707,0
"49228",2017,"51","181",401,6503,0.0616638474550208,22.4681382485473,0
"49229",2018,"51","181",364,6463,0.0563205941513229,-8.66513123041074,0
"49230",2019,"51","181",252,6422,0.039240112114606,-30.3272404954124,0
"49231",2020,"51","181",371,6551,0.0566325751793619,44.3231737308978,0
"49232",2021,"51","181",389,6524,0.0596259963212753,5.28568784384755,0
"49233",2005,"51","183",561,11933,0.0470124863823012,NA,NA
"49234",2006,"51","183",722,12193,0.0592143032887722,25.9544173163849,0
"49235",2007,"51","183",689,12191,0.0565171027807399,-4.55498141197209,0
"49236",2008,"51","183",690,12215,0.0564879246827671,-0.0516270235684209,0
"49237",2009,"51","183",655,12175,0.0537987679671458,-4.76058685236437,0
