"","Year","y1_statefips","y1_countyfips","n2","pop_estimate","outflow_per_Capita","percentage_change","data_issue_outflow"
"14727",2012,"19","161",430,10161,0.042318669422301,2.99558067494294,0
"14728",2013,"19","161",345,10030,0.0343968095712861,-18.7195390572469,0
"14729",2014,"19","161",229,10048,0.0227906050955414,-33.7420959106434,0
"14730",2015,"19","161",367,9966,0.0368252056993779,61.5806405534275,0
"14731",2016,"19","161",456,9816,0.0464547677261614,26.1493774274998,0
"14732",2017,"19","161",367,9803,0.0374375191267979,-19.4108140902087,0
"14733",2018,"19","161",297,9705,0.0306027820710974,-18.2563834760306,0
"14734",2019,"19","161",367,9721,0.0377533175599218,23.3656386932799,0
"14735",2020,"19","161",319,9794,0.0325709618133551,-13.7268883412466,0
"14736",2004,"19","163",6779,158145,0.0428657244933447,NA,0
"14737",2005,"19","163",6920,158543,0.043647464725658,1.82369536862647,0
"14738",2006,"19","163",6907,159597,0.043277755847541,-0.847034026926413,0
"14739",2007,"19","163",6864,160077,0.0428793643059278,-0.920545748759892,0
"14740",2008,"19","163",8012,161824,0.0495105793948982,15.4648166928484,0
"14741",2009,"19","163",8561,163582,0.0523346089423042,5.70389113179517,0
"14742",2010,"19","163",7523,165272,0.0455189021733869,-13.0233260679012,0
"14743",2011,"19","163",7636,166629,0.045826356756627,0.675443757560239,0
"14744",2012,"19","163",7486,168347,0.0444676768816789,-2.96484375173813,0
"14745",2013,"19","163",7695,170201,0.045211250227672,1.67216593745519,0
"14746",2014,"19","163",5440,171310,0.0317552974140447,-29.7623992830692,0
"14747",2015,"19","163",7797,171903,0.0453569745728696,42.8327815087921,0
"14748",2016,"19","163",10605,172135,0.061608621140384,35.8305348197439,0
"14749",2017,"19","163",7703,172448,0.044668537762108,-27.496287150585,0
"14750",2018,"19","163",7226,172803,0.0418164036503996,-6.38510740355564,0
"14751",2019,"19","163",8182,172943,0.0473103855027379,13.138341351088,0
"14752",2020,"19","163",7764,174596,0.0444683727004055,-6.00716475279601,0
"14753",2004,"19","165",536,12750,0.0420392156862745,NA,0
"14754",2005,"19","165",535,12547,0.0426396748226668,1.42833096809727,0
"14755",2006,"19","165",483,12480,0.0387019230769231,-9.23494787922357,0
"14756",2007,"19","165",567,12496,0.0453745198463508,17.240995379391,0
"14757",2008,"19","165",604,12338,0.0489544496676933,7.88973598721262,0
"14758",2009,"19","165",418,12165,0.03436087135224,-29.8105247112686,0
"14759",2010,"19","165",541,12174,0.0444389682930836,29.3301553314264,0
"14760",2011,"19","165",544,11992,0.0453635757171448,2.08062306479119,0
"14761",2012,"19","165",554,12024,0.0460745176314039,1.56720871981528,0
"14762",2013,"19","165",473,11899,0.0397512395999664,-13.7240243772571,0
"14763",2014,"19","165",332,11878,0.0279508334736488,-29.6856305490599,0
"14764",2015,"19","165",528,11789,0.044787513784036,60.2367737128853,0
"14765",2016,"19","165",643,11655,0.0551694551694552,23.1804369304369,0
"14766",2017,"19","165",478,11574,0.0412994643165716,-25.1407065925906,0
"14767",2018,"19","165",446,11559,0.0385846526516135,-6.5734791234782,0
"14768",2019,"19","165",523,11454,0.0456609044875153,18.3395504419707,0
"14769",2020,"19","165",477,11723,0.0406892433677386,-10.888223033637,0
"14770",2004,"19","167",1058,32547,0.0325068362675515,NA,0
"14771",2005,"19","167",1105,32726,0.033765201980077,3.87108023114992,0
"14772",2006,"19","167",1074,33077,0.032469691930949,-3.83682007853058,0
"14773",2007,"19","167",1087,33150,0.032790346907994,0.987551645783655,0
"14774",2008,"19","167",1060,33364,0.0317707708907805,-3.10937856215521,0
"14775",2009,"19","167",1079,33587,0.0321255247566023,1.11660452634695,0
"14776",2010,"19","167",1067,33754,0.031611068317829,-1.6013946625651,0
"14777",2011,"19","167",1001,34016,0.0294273283160865,-6.90814995490297,0
"14778",2012,"19","167",1243,34282,0.0362580946269179,23.2123223605634,0
"14779",2013,"19","167",1034,34503,0.0299684085441846,-17.3469845766907,0
"14780",2014,"19","167",791,34635,0.0228381694817381,-23.7925182177553,0
"14781",2015,"19","167",1110,34754,0.0319387696380273,39.8482030863558,0
"14782",2016,"19","167",1491,34944,0.0426682692307692,33.5939665627166,0
"14783",2017,"19","167",1043,34781,0.0299876369282079,-29.7191157062845,0
"14784",2018,"19","167",1070,34802,0.0307453594620999,2.52678307299098,0
"14785",2019,"19","167",1089,34855,0.0312437239994262,1.62094230168509,0
"14786",2020,"19","167",1098,35887,0.0305960375623485,-2.0730129260187,0
"14787",2004,"19","169",5051,82754,0.0610363245281195,NA,0
"14788",2005,"19","169",5196,82884,0.0626900246127117,2.70937035835175,0
"14789",2006,"19","169",5282,84739,0.0623325741394163,-0.570187163753213,0
"14790",2007,"19","169",5291,86540,0.0611393575225329,-1.91427457209546,0
"14791",2008,"19","169",5194,87831,0.0591362958408762,-3.27622298111078,0
"14792",2009,"19","169",5133,89285,0.0574900599204794,-2.78379952107003,0
"14793",2010,"19","169",5091,89654,0.0567849733419591,-1.22644954535715,0
"14794",2011,"19","169",5083,91136,0.0557737886235955,-1.78072588371967,0
"14795",2012,"19","169",4826,92003,0.0524548112561547,-5.95078342237037,0
"14796",2013,"19","169",4742,93877,0.0505129051844435,-3.70205520753517,0
"14797",2014,"19","169",2891,95802,0.0301768230308344,-40.2591814494803,0
"14798",2015,"19","169",5010,96636,0.0518440332795232,71.800832799892,0
"14799",2016,"19","169",7374,96893,0.0761045689575098,46.7952320514555,0
"14800",2017,"19","169",5006,97278,0.051460761940007,-32.3815079108612,0
"14801",2018,"19","169",4825,96781,0.0498548268771763,-3.12069818302123,0
"14802",2019,"19","169",5345,97117,0.0550367083002976,10.3939412644788,0
"14803",2020,"19","169",5164,98645,0.0523493334684981,-4.88287711019393,0
"14804",2004,"19","171",833,18167,0.0458523696812903,NA,0
"14805",2005,"19","171",845,18197,0.0464362257514975,1.27333892286376,0
"14806",2006,"19","171",824,18149,0.0454019505206898,-2.22730252958662,0
"14807",2007,"19","171",819,18064,0.0453387953941541,-0.139102231977768,0
"14808",2008,"19","171",898,17986,0.0499277215612143,10.1214117560164,0
"14809",2009,"19","171",757,17833,0.0424493915774127,-14.9783121479572,0
"14810",2010,"19","171",778,17719,0.0439076697330549,3.43533346757837,0
"14811",2011,"19","171",832,17614,0.0472351538548882,7.57836647233461,0
"14812",2012,"19","171",850,17501,0.048568653219816,2.82310791031721,0
"14813",2013,"19","171",694,17430,0.0398164084911073,-18.020357058486,0
"14814",2014,"19","171",451,17309,0.0260558091166445,-34.56012206007,0
"14815",2015,"19","171",806,17217,0.0468141952721148,79.668937021072,0
"14816",2016,"19","171",1198,17192,0.069683573755235,48.8513758491167,0
"14817",2017,"19","171",843,17029,0.0495037876563509,-28.9591721712867,0
"14818",2018,"19","171",744,16869,0.0441045705139605,-10.9066748182404,0
"14819",2019,"19","171",791,16854,0.0469324789367509,6.41182623441548,0
"14820",2020,"19","171",757,17077,0.0443286291503191,-5.54807639703176,0
"14821",2004,"19","173",339,6689,0.0506802212587831,NA,0
"14822",2005,"19","173",249,6534,0.0381083562901745,-24.806255095877,0
"14823",2006,"19","173",340,6557,0.0518529815464389,36.0672214555952,0
"14824",2007,"19","173",302,6448,0.0468362282878412,-9.67495621077216,0
"14825",2008,"19","173",277,6348,0.043635790800252,-6.83325196025655,0
"14826",2009,"19","173",249,6355,0.0391817466561762,-10.2073184933549,0
"14827",2010,"19","173",259,6322,0.0409680480860487,4.55901429190344,0
"14828",2011,"19","173",274,6304,0.0434644670050761,6.09357544636733,0
"14829",2012,"19","173",309,6260,0.0493610223642173,13.5663813810312,0
"14830",2013,"19","173",241,6233,0.0386651692603883,-21.668621498372,0
"14831",2014,"19","173",158,6175,0.025587044534413,-33.824046231122,0
"14832",2015,"19","173",218,6246,0.0349023374959974,36.4062873656862,0
"14833",2016,"19","173",335,6213,0.0539192016739095,54.4859328693757,0
"14834",2017,"19","173",270,6095,0.044298605414274,-17.8426162869002,0
"14835",2018,"19","173",207,6160,0.0336038961038961,-24.142316017316,0
"14836",2019,"19","173",242,6121,0.0395360235255677,17.6530941630421,0
"14837",2020,"19","173",231,5865,0.039386189258312,-0.378981632178566,0
"14838",2004,"19","175",550,12085,0.0455109640049648,NA,0
"14839",2005,"19","175",541,12143,0.0445524170303879,-2.10618912504773,0
"14840",2006,"19","175",528,12225,0.0431901840490798,-3.05759613530953,0
"14841",2007,"19","175",570,12319,0.0462699894471954,7.13079943029615,0
"14842",2008,"19","175",602,12447,0.0483650678878445,4.52794233515016,0
"14843",2009,"19","175",543,12527,0.0433463718368324,-10.3766959712536,0
"14844",2010,"19","175",544,12513,0.0434747862223288,0.296251750849451,0
"14845",2011,"19","175",578,12556,0.0460337687161516,5.88613013698631,0
"14846",2012,"19","175",590,12586,0.0468774829175274,1.83281583260799,0
"14847",2013,"19","175",636,12616,0.0504121750158529,7.54027707619057,0
"14848",2014,"19","175",389,12627,0.0308070008711491,-38.8897605360979,0
"14849",2015,"19","175",552,12430,0.0444086886564763,44.1512883458421,0
"14850",2016,"19","175",761,12360,0.0615695792880259,38.6430924909713,0
"14851",2017,"19","175",567,12459,0.0455092704069347,-26.0848117963583,0
"14852",2018,"19","175",510,12298,0.0414701577492275,-8.87536236373447,0
"14853",2019,"19","175",553,12241,0.0451760477085205,8.93628131752661,0
"14854",2020,"19","175",589,12132,0.0485492911308935,7.46688476189284,0
"14855",2004,"19","177",333,7665,0.0434442270058708,NA,0
"14856",2005,"19","177",330,7638,0.0432050274941084,-0.550589867164881,0
"14857",2006,"19","177",294,7660,0.0383812010443864,-11.1649655827202,0
"14858",2007,"19","177",307,7690,0.0399219765929779,4.01440159939139,0
"14859",2008,"19","177",355,7699,0.0461098844005715,15.5000035962198,0
"14860",2009,"19","177",323,7628,0.0423439958049292,-8.16720459094367,0
"14861",2010,"19","177",266,7577,0.0351062425762175,-17.0927497302207,0
"14862",2011,"19","177",271,7513,0.0360708105949687,2.7475683752173,0
"14863",2012,"19","177",329,7449,0.0441670022821855,22.4452723786199,0
"14864",2013,"19","177",301,7434,0.0404896421845574,-8.32603506602786,0
"14865",2014,"19","177",158,7390,0.0213802435723951,-47.195770525852,0
"14866",2015,"19","177",244,7296,0.0334429824561404,56.4200255385299,0
"14867",2016,"19","177",389,7241,0.053721861621323,60.6371731103167,0
"14868",2017,"19","177",389,7155,0.0543675751222921,1.20195667365478,0
"14869",2018,"19","177",175,7013,0.0249536574932269,-54.1019487496046,0
"14870",2019,"19","177",203,7044,0.0288188529244747,15.4894946053379,0
"14871",2020,"19","177",215,7217,0.0297907717888319,3.37251058154289,0
"14872",2004,"19","179",1587,35709,0.0444425775014702,NA,0
"14873",2005,"19","179",1598,35855,0.044568400502022,0.283113643774728,0
"14874",2006,"19","179",1708,35776,0.0477415026833631,7.11962319849722,0
"14875",2007,"19","179",1565,35458,0.0441367251396018,-7.55061600735402,0
"14876",2008,"19","179",1555,35381,0.0439501427319748,-0.42273731690977,0
"14877",2009,"19","179",1414,35481,0.0398523153236944,-9.3238091017601,0
"14878",2010,"19","179",1544,35682,0.0432711170898492,8.57867789709621,0
"14879",2011,"19","179",1522,35486,0.0428901538634955,-0.880409963908994,0
"14880",2012,"19","179",1701,35431,0.0480088058479862,11.9343287990565,0
"14881",2013,"19","179",1613,35507,0.0454276621511251,-5.37639637410262,0
"14882",2014,"19","179",1016,35426,0.0286795009315192,-36.8677594807531,0
"14883",2015,"19","179",1766,35456,0.0498082129963899,73.6718261427272,0
"14884",2016,"19","179",2252,35265,0.0638593506309372,28.2104833505384,0
"14885",2017,"19","179",1637,35022,0.0467420478556336,-26.8046928228722,0
"14886",2018,"19","179",1668,34991,0.0476694007030379,1.98397992802653,0
"14887",2019,"19","179",1812,34969,0.051817323915468,8.70143771739449,0
"14888",2020,"19","179",1605,35330,0.0454288140390603,-12.3289073878643,0
"14889",2004,"19","181",2259,42584,0.0530480931805373,NA,0
"14890",2005,"19","181",2228,43339,0.0514086619442073,-3.09046214111892,0
"14891",2006,"19","181",2113,44178,0.0478292362714473,-6.96268982189158,0
"14892",2007,"19","181",2185,44868,0.0486984042078987,1.81723147641031,0
"14893",2008,"19","181",2152,45450,0.0473487348734873,-2.77148575269427,0
"14894",2009,"19","181",2107,45926,0.0458781518094326,-3.10585503072908,0
"14895",2010,"19","181",2067,46340,0.044605092792404,-2.7748698821099,0
"14896",2011,"19","181",2390,46645,0.0512380748204524,14.8704589830557,0
"14897",2012,"19","181",2492,46895,0.0531399936027295,3.71192475310952,0
"14898",2013,"19","181",2332,47358,0.0492419443388657,-7.33543419859129,0
"14899",2014,"19","181",1612,47827,0.0337048110899701,-31.5526396398454,0
"14900",2015,"19","181",2367,48468,0.0488363456301065,44.8942867525497,0
"14901",2016,"19","181",3394,49356,0.0687657022449145,40.8084518971912,0
"14902",2017,"19","181",2544,50078,0.0508007508287072,-26.1248715998328,0
"14903",2018,"19","181",2578,51014,0.0505351472144901,-0.522834032734384,0
"14904",2019,"19","181",2821,51466,0.0548128861772821,8.46487879937426,0
"14905",2020,"19","181",2806,52588,0.0533581805735149,-2.65394819579878,0
"14906",2004,"19","183",969,21258,0.045582839401637,NA,0
"14907",2005,"19","183",920,21350,0.0430913348946136,-5.46588264296226,0
"14908",2006,"19","183",929,21472,0.0432656482861401,0.40452075098813,0
"14909",2007,"19","183",953,21588,0.0441448953122105,2.03220582817908,0
"14910",2008,"19","183",988,21686,0.045559347044176,3.2041116463453,0
"14911",2009,"19","183",858,21692,0.039553752535497,-13.1819152343333,0
"14912",2010,"19","183",861,21688,0.0396993729251199,0.368158215815904,0
"14913",2011,"19","183",1100,21822,0.0504078452937403,26.9739080987966,0
"14914",2012,"19","183",1124,21903,0.0513171711637675,1.80393719415772,0
"14915",2013,"19","183",989,21944,0.0450692672256653,-12.1750747292039,0
"14916",2014,"19","183",662,22029,0.0300512960188842,-33.3219777716487,0
"14917",2015,"19","183",1083,22145,0.0489049446827726,62.7382215131115,0
"14918",2016,"19","183",1282,22126,0.0579408840278405,18.4765352536038,0
"14919",2017,"19","183",949,22204,0.0427400468384075,-26.2350798481588,0
"14920",2018,"19","183",1039,22058,0.0471030918487624,10.208329969433,0
"14921",2019,"19","183",1108,21965,0.0504438880036422,7.09251988299699,0
"14922",2020,"19","183",1055,22540,0.0468056787932564,-7.21238856553451,0
"14923",2004,"19","185",297,6561,0.0452674897119342,NA,0
"14924",2005,"19","185",285,6494,0.0438866646134894,-3.05036817201893,0
"14925",2006,"19","185",307,6478,0.0473911701142328,7.98535393748341,0
"14926",2007,"19","185",299,6376,0.0468946047678796,-1.04780140510627,0
"14927",2008,"19","185",262,6373,0.0411109367644751,-12.3333335082631,0
"14928",2009,"19","185",217,6393,0.0339433755670264,-17.4346822562368,0
"14929",2010,"19","185",356,6419,0.0554603520797632,63.3907976248507,0
"14930",2011,"19","185",288,6337,0.0454473725737731,-18.0543020924019,0
"14931",2012,"19","185",312,6329,0.0492968873439722,8.47026913151103,0
"14932",2013,"19","185",241,6385,0.037744714173845,-23.4338794851716,0
"14933",2014,"19","185",134,6376,0.0210163111668758,-44.3198560993768,0
"14934",2015,"19","185",218,6359,0.034282119830162,63.1214895799349,0
"14935",2016,"19","185",301,6447,0.0466883821932682,36.1887258564185,0
"14936",2017,"19","185",199,6492,0.0306531115218731,-34.3453122984998,0
"14937",2018,"19","185",215,6405,0.0335675253708041,9.50772598354772,0
"14938",2019,"19","185",253,6441,0.0392796149666201,17.0167134238147,0
"14939",2020,"19","185",232,6504,0.035670356703567,-9.18862943570146,0
"14940",2004,"19","187",1477,38922,0.0379476902522995,NA,0
"14941",2005,"19","187",1392,38562,0.0360977127742337,-4.87507267442626,0
"14942",2006,"19","187",1472,38534,0.0382000311413297,5.82396557988198,0
"14943",2007,"19","187",1561,38393,0.0406584533638945,6.43565502203187,0
"14944",2008,"19","187",1461,38273,0.038173124657069,-6.11269859328327,0
"14945",2009,"19","187",1588,38316,0.041444827226224,8.57069626483726,0
"14946",2010,"19","187",1362,37879,0.0359565986430476,-13.2422522917499,0
"14947",2011,"19","187",1545,37745,0.0409325738508412,13.8388373638776,0
"14948",2012,"19","187",1571,37323,0.042092007609249,2.83254545055683,0
"14949",2013,"19","187",1304,37327,0.0349344978165939,-17.0044390828304,0
"14950",2014,"19","187",1057,37069,0.0285143920796353,-18.377552672044,0
"14951",2015,"19","187",1486,37066,0.0400906491123941,40.5979443658786,0
"14952",2016,"19","187",1988,36781,0.0540496451972486,34.818583370203,0
"14953",2017,"19","187",1491,36637,0.0406965635832628,-24.7052160384311,0
"14954",2018,"19","187",1410,36339,0.0388012878725336,-4.65709028933502,0
"14955",2019,"19","187",1417,35904,0.0394663547237077,1.71403292941936,0
"14956",2020,"19","187",1435,36985,0.0387995133162093,-1.68964529956402,0
"14957",2004,"19","189",483,11321,0.0426640756116951,NA,0
"14958",2005,"19","189",552,11340,0.0486772486772487,14.0942302847065,0
"14959",2006,"19","189",516,11138,0.0463278865146346,-4.82640705145722,0
"14960",2007,"19","189",513,10986,0.0466957946477335,0.794139687297572,0
"14961",2008,"19","189",524,10927,0.0479546078521095,2.6957742423537,0
"14962",2009,"19","189",475,10917,0.0435101218283411,-9.26811045452608,0
"14963",2010,"19","189",466,10846,0.0429651484418219,-1.25252093908012,0
"14964",2011,"19","189",534,10696,0.049925205684368,16.1993091958487,0
"14965",2012,"19","189",515,10602,0.0485757404263347,-2.70297385766377,0
"14966",2013,"19","189",500,10430,0.0479386385426654,-1.31156391663331,0
"14967",2014,"19","189",321,10556,0.0304092459264873,-36.5663129973475,0
"14968",2015,"19","189",487,10603,0.0459303970574366,51.0408944979129,0
"14969",2016,"19","189",689,10602,0.0649877381626108,41.4917839298075,0
"14970",2017,"19","189",556,10573,0.0525867776411615,-19.0820005004944,0
"14971",2018,"19","189",535,10539,0.0507638295853497,-3.46655212124067,0
"14972",2019,"19","189",480,10354,0.0463588951129998,-8.67730923441029,0
"14973",2020,"19","189",467,10662,0.0438004126805477,-5.51885981366848,0
"14974",2004,"19","191",635,21040,0.030180608365019,NA,0
"14975",2005,"19","191",678,21060,0.0321937321937322,6.67025596159454,0
"14976",2006,"19","191",639,21012,0.0304111936036551,-5.53691190369094,0
"14977",2007,"19","191",670,21078,0.0317866970300788,4.52301690078479,0
"14978",2008,"19","191",681,20980,0.0324594852240229,2.11657157491855,0
"14979",2009,"19","191",586,21025,0.027871581450654,-14.1342468671482,0
"14980",2010,"19","191",647,21076,0.0306984247485291,10.1423857231783,0
"14981",2011,"19","191",701,21051,0.0333000807562586,8.47488439241212,0
"14982",2012,"19","191",671,21041,0.0318901192909082,-4.23410824637529,0
"14983",2013,"19","191",605,20840,0.0290307101727447,-8.96644221390139,0
"14984",2014,"19","191",420,20696,0.0202937765751836,-30.0954869707725,0
"14985",2015,"19","191",667,20745,0.0321523258616534,58.4344133411378,0
"14986",2016,"19","191",918,20427,0.0449405199001322,39.7737759112807,0
"14987",2017,"19","191",679,20129,0.0337324258532466,-24.9398406422367,0
"14988",2018,"19","191",575,20017,0.0287255832542339,-14.8428180670878,0
"14989",2019,"19","191",678,19991,0.0339152618678405,18.0663994449676,0
"14990",2020,"19","191",641,20037,0.0319908169885711,-5.67427397956849,0
"14991",2004,"19","193",5044,101816,0.0495403472931563,NA,0
"14992",2005,"19","193",4581,100589,0.0455417590392588,-8.07137711456839,0
"14993",2006,"19","193",4551,100693,0.045196786271141,-0.757486700986648,0
"14994",2007,"19","193",4348,100492,0.0432671257413525,-4.26946402386263,0
"14995",2008,"19","193",4137,100910,0.040996927955604,-5.24693458798166,0
"14996",2009,"19","193",4066,101581,0.0400271704354161,-2.36543948180237,0
"14997",2010,"19","193",4179,102388,0.0408153299214752,1.96906120888759,0
"14998",2011,"19","193",4537,102720,0.0441686137071651,8.21574587818189,0
"14999",2012,"19","193",4452,102321,0.0435101298853608,-1.49084104420852,0
"15000",2013,"19","193",4317,102284,0.0422060146259434,-2.99726813699103,0
"15001",2014,"19","193",3214,102292,0.0314198568803034,-25.555973102966,0
"15002",2015,"19","193",4235,102492,0.0413202981696132,31.5101412683907,0
"15003",2016,"19","193",6114,102686,0.0595407358354596,44.0956103246262,0
"15004",2017,"19","193",4073,102132,0.039879763443387,-33.0210436874773,0
"15005",2018,"19","193",4173,102515,0.0407062381114959,2.07241617489067,0
"15006",2019,"19","193",4772,103107,0.0462820177097578,13.6976047331853,0
"15007",2020,"19","193",4469,105904,0.0421985949539205,-8.8229142935062,0
"15008",2004,"19","195",342,7731,0.0442374854481956,NA,0
"15009",2005,"19","195",357,7742,0.0461121157323689,4.23765108974969,0
"15010",2006,"19","195",359,7649,0.0469342397699046,1.78288075591067,0
"15011",2007,"19","195",332,7655,0.043370346178968,-7.59337662314032,0
"15012",2008,"19","195",325,7632,0.042583857442348,-1.81342508398374,0
"15013",2009,"19","195",297,7610,0.0390275952693824,-8.35119781663803,0
"15014",2010,"19","195",332,7583,0.0437821442700778,12.1825312778761,0
"15015",2011,"19","195",364,7561,0.0481417801878058,9.95756601329269,0
"15016",2012,"19","195",356,7496,0.0474919957310566,-1.34973084546189,0
"15017",2013,"19","195",279,7489,0.0372546401388703,-21.555959977255,0
"15018",2014,"19","195",292,7557,0.0386396718274448,3.71774276549596,0
"15019",2015,"19","195",320,7503,0.0426496068239371,10.3777667015386,0
"15020",2016,"19","195",419,7471,0.0560835229554277,31.4983352295543,0
"15021",2017,"19","195",318,7455,0.0426559356136821,-23.9421253055325,0
"15022",2018,"19","195",300,7413,0.0404694455685957,-5.12587524720722,0
"15023",2019,"19","195",324,7381,0.0438964909903807,8.46822923723072,0
"15024",2020,"19","195",330,7435,0.0443846671149966,1.11210739993525,0
"15025",2004,"19","197",598,13808,0.0433082271147161,NA,0
"15026",2005,"19","197",750,13717,0.0546766785740322,26.250096613752,0
"15027",2006,"19","197",614,13588,0.0451869296438034,-17.3561181434599,0
"15028",2007,"19","197",663,13492,0.0491402312481471,8.7487723452479,0
"15029",2008,"19","197",611,13375,0.0456822429906542,-7.03698002565513,0
"15030",2009,"19","197",561,13262,0.0423013120193033,-7.40097409849733,0
"15031",2010,"19","197",579,13185,0.0439135381114903,3.811290986557,0
"15032",2011,"19","197",503,13034,0.0385913764001841,-12.1196376793734,0
"15033",2012,"19","197",572,13020,0.0439324116743472,13.8399709271254,0
"15034",2013,"19","197",584,12982,0.0449853643506393,2.39675591701473,0
"15035",2014,"19","197",391,12906,0.030295986362932,-32.6536823692495,0
"15036",2015,"19","197",551,12841,0.0429094307296939,41.634044244867,0
"15037",2016,"19","197",825,12839,0.0642573409144014,49.7510915937983,0
"15038",2017,"19","197",563,12765,0.0441049745397571,-31.3619675010979,0
"15039",2018,"19","197",509,12690,0.0401103230890465,-9.05714489668232,0
"15040",2019,"19","197",612,12562,0.0487183569495303,21.4608938486326,0
"15041",2020,"19","197",541,12915,0.0418892760356175,-14.0174696798322,0
"15042",2004,"20","001",647,13923,0.0464698699992818,NA,0
"15043",2005,"20","001",633,13733,0.046093351780383,-0.810241601503437,0
"15044",2006,"20","001",624,13639,0.0457511547767432,-0.74239991326795,0
"15045",2007,"20","001",746,13545,0.0550756736803248,20.3809476483895,0
"15046",2008,"20","001",632,13422,0.0470868722992102,-14.5051360197315,0
"15047",2009,"20","001",532,13407,0.0396807637801149,-15.7286057821674,0
"15048",2010,"20","001",538,13363,0.0402604205642446,1.46080047083211,0
"15049",2011,"20","001",686,13350,0.0513857677902622,27.6334600336939,0
"15050",2012,"20","001",690,13306,0.0518563054261236,0.915696419642768,0
"15051",2013,"20","001",578,13069,0.0442267962353661,-14.7127897524954,0
"15052",2014,"20","001",406,12892,0.0314923983865963,-28.7933988729364,0
"15053",2015,"20","001",600,12683,0.0473074193802728,50.2185346429746,0
"15054",2016,"20","001",714,12670,0.056353591160221,19.1220994475138,0
"15055",2017,"20","001",570,12555,0.045400238948626,-19.4368308852812,0
"15056",2018,"20","001",530,12501,0.0423966082713383,-6.61589178128908,0
"15057",2019,"20","001",571,12369,0.0461637965882448,8.88558889616006,0
"15058",2020,"20","001",524,12532,0.041812958825407,-9.42478323792318,0
"15059",2004,"20","003",382,8101,0.0471546722626836,NA,0
"15060",2005,"20","003",443,8087,0.0547792753802399,16.1693481296658,0
"15061",2006,"20","003",365,8023,0.0454942041630313,-16.9499708653648,0
"15062",2007,"20","003",404,8040,0.0502487562189055,10.450896203912,0
"15063",2008,"20","003",430,8158,0.0527089973032606,4.89612334609288,0
"15064",2009,"20","003",349,8101,0.0430811010986298,-18.2661342412507,0
"15065",2010,"20","003",404,8103,0.0498580772553375,15.7307403568737,0
"15066",2011,"20","003",409,8060,0.0507444168734491,1.77772522909859,0
"15067",2012,"20","003",422,7919,0.0532895567622175,5.01560574657033,0
"15068",2013,"20","003",285,7854,0.0362872421695951,-31.9055282604209,0
"15069",2014,"20","003",210,7881,0.0266463646745337,-26.5682287179693,0
"15070",2015,"20","003",376,7816,0.0481064483111566,80.536628162012,0
"15071",2016,"20","003",433,7812,0.0554275473630312,15.2185399440032,0
"15072",2017,"20","003",289,7833,0.0368951870292353,-33.4352884359386,0
"15073",2018,"20","003",304,7848,0.0387359836901121,4.98925960022433,0
"15074",2019,"20","003",385,7858,0.0489946551285314,26.483570213393,0
"15075",2020,"20","003",313,7843,0.0399081983934719,-18.5458122140514,0
"15076",2004,"20","005",770,16937,0.0454625966818209,NA,0
"15077",2005,"20","005",734,16865,0.0435220871627631,-4.26836489925728,0
"15078",2006,"20","005",631,16902,0.0373328600165661,-14.22088771398,0
"15079",2007,"20","005",748,16864,0.0443548387096774,18.8091099637033,0
"15080",2008,"20","005",735,16820,0.0436979785969084,-1.48092098151551,0
"15081",2009,"20","005",754,16965,0.0444444444444444,1.70823885109599,0
"15082",2010,"20","005",722,16855,0.0428359537229309,-3.61910412340553,0
"15083",2011,"20","005",757,16753,0.0451859368471319,5.48600631002873,0
"15084",2012,"20","005",741,16774,0.0441755097174198,-2.23615398996905,0
"15085",2013,"20","005",692,16688,0.0414669223394056,-6.13142303357775,0
"15086",2014,"20","005",476,16523,0.0288083277855111,-30.5269690629177,0
"15087",2015,"20","005",706,16418,0.0430015836277257,49.2678920758217,0
"15088",2016,"20","005",991,16376,0.0605153883732291,40.7282785144017,0
"15089",2017,"20","005",770,16298,0.0472450607436495,-21.9288481596363,0
"15090",2018,"20","005",611,16173,0.0377790144067273,-20.0360549609298,0
"15091",2019,"20","005",733,16073,0.0456044297890873,20.7136567886921,0
"15092",2020,"20","005",758,16318,0.0464517710503738,1.85802402355503,0
"15093",2004,"20","007",221,5004,0.0441646682653877,NA,0
"15094",2005,"20","007",181,4984,0.0363162118780096,-17.7708940101538,0
"15095",2006,"20","007",253,5003,0.050569658205077,39.248163808897,0
"15096",2007,"20","007",269,4927,0.0545971179216562,7.96418219843711,0
"15097",2008,"20","007",258,4844,0.0532617671345995,-2.44582651592128,0
"15098",2009,"20","007",239,4882,0.0489553461696026,-8.08538881955229,0
"15099",2010,"20","007",215,4852,0.0443116240725474,-9.48562814971697,0
"15100",2011,"20","007",283,4923,0.0574852732073939,29.7295560940814,0
"15101",2012,"20","007",215,4867,0.0441750565029792,-23.1541331575382,0
"15102",2013,"20","007",272,4909,0.0554084334895091,25.4292306016003,0
"15103",2014,"20","007",131,4881,0.0268387625486581,-51.5619539149403,0
"15104",2015,"20","007",241,4824,0.0499585406301824,86.1432342106263,0
"15105",2016,"20","007",343,4673,0.0734003851915258,46.9225967485147,0
"15106",2017,"20","007",203,4570,0.0444201312910284,-39.4824275443219,0
"15107",2018,"20","007",162,4465,0.0362821948488242,-18.3203790841741,0
"15108",2019,"20","007",162,4427,0.0365936299977411,0.85836909871245,0
"15109",2020,"20","007",183,4203,0.0435403283369022,18.9833540416457,0
