"","Year","y1_statefips","y1_countyfips","n2","pop_estimate","outflow_per_Capita","percentage_change","data_issue_outflow"
"1",2004,"01","001",3903,48366,0.0806971839722119,NA,0
"2",2005,"01","001",4214,49676,0.0848296964328851,5.12101198239612,0
"3",2006,"01","001",4155,51328,0.0809499688279302,-4.57354884916328,0
"4",2007,"01","001",4247,52405,0.0810418853162866,0.113547280730665,0
"5",2008,"01","001",4231,53277,0.0794151322334215,-2.00729915958427,0
"6",2009,"01","001",3767,54135,0.0695852960192112,-12.3777873785035,0
"7",2010,"01","001",4233,54773,0.077282602742227,11.0616856769434,0
"8",2011,"01","001",4776,55227,0.086479439404639,11.9002677654215,0
"9",2012,"01","001",4236,54954,0.0770826509444262,-10.8659220329182,0
"10",2013,"01","001",4352,54727,0.0795219909733769,3.164577241524,0
"11",2014,"01","001",2605,54893,0.0474559597762921,-40.3234763171614,0
"12",2015,"01","001",3928,54864,0.0715952172645086,50.866651105592,0
"13",2016,"01","001",5428,55243,0.0982567927158192,37.2393247342338,0
"14",2017,"01","001",4179,55390,0.075446831558043,-23.2146404612939,0
"15",2018,"01","001",3960,55533,0.0713089514342823,-5.48449820663083,0
"16",2019,"01","001",4336,55869,0.0776101236821851,8.83643935461582,0
"17",2020,"01","001",4141,58902,0.070303215510509,-9.41489051299294,0
"18",2004,"01","003",6236,156266,0.039906313593488,NA,0
"19",2005,"01","003",6917,162183,0.0426493528914868,6.87369754555921,0
"20",2006,"01","003",6780,168121,0.0403280970253567,-5.44265201874466,0
"21",2007,"01","003",7325,172404,0.0424874132850746,5.35437181268474,0
"22",2008,"01","003",6868,175827,0.0390611225807185,-8.0642487726116,0
"23",2009,"01","003",6709,179406,0.0373956277939422,-4.26381700457948,0
"24",2010,"01","003",7430,183112,0.0405762593385469,8.50535672814645,0
"25",2011,"01","003",8728,186558,0.0467843780486498,15.2998793168823,0
"26",2012,"01","003",8609,190145,0.0452759735990954,-3.22416266384,0
"27",2013,"01","003",8113,194885,0.041629679041486,-8.05348680051858,0
"28",2014,"01","003",6178,199183,0.0310167032327056,-25.4937728398147,0
"29",2015,"01","003",8023,202939,0.0395340471767378,27.4605069408251,0
"30",2016,"01","003",10091,207601,0.0486076656663504,22.9514029996694,0
"31",2017,"01","003",8640,212521,0.0406548058780073,-16.3613283611119,0
"32",2018,"01","003",8083,217855,0.0371026600261642,-8.73733320115231,0
"33",2019,"01","003",9137,223234,0.0409301450495892,10.3159315820643,0
"34",2020,"01","003",9327,233219,0.0399924534450452,-2.29095597733148,0
"35",2004,"01","005",1206,28287,0.0426344257079224,NA,0
"36",2005,"01","005",1196,28027,0.042673136618261,0.0907973068613429,0
"37",2006,"01","005",1135,27861,0.040737949104483,-4.53490806426889,0
"38",2007,"01","005",1243,27757,0.0447814965594265,9.92575115790137,0
"39",2008,"01","005",1149,27808,0.0413190448791715,-7.73188023240851,0
"40",2009,"01","005",1171,27657,0.0423400947318943,2.47113614486649,0
"41",2010,"01","005",1112,27327,0.0406923555457972,-3.89167571903389,0
"42",2011,"01","005",1599,27341,0.0584835960645185,43.721333602077,0
"43",2012,"01","005",1386,27169,0.051014023335419,-12.7720818002694,0
"44",2013,"01","005",1197,26937,0.0444370197126629,-12.8925405069742,0
"45",2014,"01","005",879,26755,0.0328536722108017,-26.0668865211056,0
"46",2015,"01","005",1129,26283,0.0429555225811361,30.7480098587368,0
"47",2016,"01","005",1192,25806,0.0461908083391459,7.53171085719864,0
"48",2017,"01","005",914,25157,0.0363318360694836,-21.3440132878276,0
"49",2018,"01","005",839,24872,0.0337327114827919,-7.15384871196983,0
"50",2019,"01","005",808,24686,0.0327311026492749,-2.9692508828647,0
"51",2020,"01","005",842,24960,0.0337339743589744,3.06397166158922,0
"52",2004,"01","007",896,21721,0.0412504028359652,NA,0
"53",2005,"01","007",982,22042,0.044551311133291,8.00212378640776,0
"54",2006,"01","007",921,22099,0.0416760939409023,-6.45372070821094,0
"55",2007,"01","007",1048,22438,0.0467064800784384,12.0701957929869,0
"56",2008,"01","007",1038,22705,0.0457168024664171,-2.11892998650128,0
"57",2009,"01","007",977,22941,0.0425875070833878,-6.84495680844696,0
"58",2010,"01","007",996,22870,0.0435505028421513,2.2612165508488,0
"59",2011,"01","007",1184,22745,0.0520553967905034,19.5288076906439,0
"60",2012,"01","007",1016,22667,0.0448228702519081,-13.8939033885432,0
"61",2013,"01","007",888,22521,0.039429865458905,-12.0318149254921,0
"62",2014,"01","007",706,22553,0.0313040393739192,-20.6083028445907,0
"63",2015,"01","007",848,22566,0.0375786581582912,20.0441186181221,0
"64",2016,"01","007",1080,22586,0.0478172319135748,27.2457140756755,0
"65",2017,"01","007",954,22550,0.0423059866962306,-11.5256467110126,0
"66",2018,"01","007",803,22367,0.03590110430545,-15.1394232612267,0
"67",2019,"01","007",900,22394,0.0401893364294007,11.9445688563395,0
"68",2020,"01","007",779,22183,0.0351169814722986,-12.6211463232605,0
"69",2004,"01","009",2208,54124,0.0407952109969699,NA,0
"70",2005,"01","009",2251,54624,0.0412089923842999,1.01428912173233,0
"71",2006,"01","009",2215,55485,0.0399206992880959,-3.12624265157931,0
"72",2007,"01","009",2292,56240,0.0407539118065434,2.0871691460975,0
"73",2008,"01","009",2486,57055,0.0435719919376041,6.91487026923442,0
"74",2009,"01","009",2293,57341,0.0399888387018015,-8.22352404942539,0
"75",2010,"01","009",2267,57376,0.0395112939208031,-1.19419517170642,0
"76",2011,"01","009",2808,57560,0.0487838776928423,23.4681855537943,0
"77",2012,"01","009",2689,57580,0.0467002431399792,-4.27115401933046,0
"78",2013,"01","009",2411,57619,0.0418438362345754,-10.3991041135422,0
"79",2014,"01","009",1960,57526,0.0340715502555366,-18.5745062557543,0
"80",2015,"01","009",2257,57526,0.0392344331258909,15.1530612244898,0
"81",2016,"01","009",2758,57494,0.0479702229797892,22.2656201655008,0
"82",2017,"01","009",2459,57787,0.042552823299358,-11.2932551568786,0
"83",2018,"01","009",2184,57771,0.0378044347509996,-11.1588096398529,0
"84",2019,"01","009",2673,57826,0.0462248815411753,22.2737010767049,0
"85",2020,"01","009",2342,59102,0.0396264085817739,-14.2747211878168,0
"86",2004,"01","011",368,11056,0.0332850940665702,NA,0
"87",2005,"01","011",381,11011,0.0346017618744891,3.95572806640001,0
"88",2006,"01","011",363,10776,0.0336859688195991,-2.64666596519534,0
"89",2007,"01","011",451,11011,0.040959040959041,21.5908058883266,0
"90",2008,"01","011",374,10953,0.0341458961015247,-16.6340439082287,0
"91",2009,"01","011",382,10987,0.0347683626103577,1.82296140942455,0
"92",2010,"01","011",446,10876,0.0410077234277308,17.9455123823241,0
"93",2011,"01","011",543,10675,0.0508665105386417,24.0412934121675,0
"94",2012,"01","011",497,10606,0.0468602677729587,-7.87599291411894,0
"95",2013,"01","011",421,10549,0.0399089961133757,-14.8340416944744,0
"96",2014,"01","011",387,10663,0.0362937259683016,-9.0587849787141,0
"97",2015,"01","011",370,10400,0.0355769230769231,-1.97500496919102,0
"98",2016,"01","011",427,10389,0.0411011646934257,15.5275980571967,0
"99",2017,"01","011",373,10176,0.0366548742138365,-10.8179184525651,0
"100",2018,"01","011",355,10174,0.0348928641635542,-4.80702795487209,0
"101",2019,"01","011",409,10101,0.0404910404910405,16.0439002692524,0
"102",2020,"01","011",284,10296,0.0275835275835276,-31.8774542490924,0
"103",2004,"01","013",689,20870,0.0330138955438428,NA,0
"104",2005,"01","013",769,20830,0.0369179068650984,11.82535794987,0
"105",2006,"01","013",772,20815,0.0370886380014413,0.462461582577588,0
"106",2007,"01","013",794,20894,0.0380013400976357,2.46086711558118,0
"107",2008,"01","013",859,20949,0.0410043438827629,7.90236285723527,0
"108",2009,"01","013",739,20867,0.0354147697321129,-13.6316634321265,0
"109",2010,"01","013",748,20932,0.0357347601758074,0.903550823893436,0
"110",2011,"01","013",957,20866,0.0458640851145404,28.3458595745401,0
"111",2012,"01","013",863,20670,0.0417513304305757,-8.9672663778064,0
"112",2013,"01","013",753,20356,0.0369915504028296,-11.4003074360963,0
"113",2014,"01","013",635,20327,0.0312392384513209,-15.5503402503203,0
"114",2015,"01","013",749,20162,0.0371490923519492,18.9180472815861,0
"115",2016,"01","013",844,20012,0.0421746951828903,13.5281981678816,0
"116",2017,"01","013",708,19888,0.0355993563958166,-15.59072035627,0
"117",2018,"01","013",666,19631,0.0339259334725689,-4.7007111719703,0
"118",2019,"01","013",599,19448,0.0308000822706705,-9.21375149316327,0
"119",2020,"01","013",624,19031,0.0327886080605328,6.45623531907214,0
"120",2004,"01","015",4199,113462,0.0370079850522642,NA,0
"121",2005,"01","015",4437,114477,0.0387588773290705,4.73112025508439,0
"122",2006,"01","015",4389,115388,0.0380368842513953,-1.86278119344199,0
"123",2007,"01","015",4557,116211,0.0392131553811601,3.09244869267043,0
"124",2008,"01","015",4196,117274,0.0357794566570595,-8.75649687132883,0
"125",2009,"01","015",4173,118363,0.0352559499167814,-1.46314893849798,0
"126",2010,"01","015",4478,118408,0.0378183906492805,7.26810861300702,0
"127",2011,"01","015",5639,117744,0.0478920369615437,26.6368984489161,0
"128",2012,"01","015",5164,117190,0.0440651932758768,-7.99056362697578,0
"129",2013,"01","015",4602,116471,0.0395119815232976,-10.3328986306109,0
"130",2014,"01","015",3790,115917,0.0326958082075968,-17.2509022653844,0
"131",2015,"01","015",4587,115469,0.0397249478214932,21.4985956892884,0
"132",2016,"01","015",5651,114973,0.0491506701573413,23.7274631000227,0
"133",2017,"01","015",4520,114710,0.0394037137128411,-19.8307701874628,0
"134",2018,"01","015",4431,114331,0.0387558929774077,-1.64406010091952,0
"135",2019,"01","015",4622,113605,0.0406848290128075,4.97714253810196,0
"136",2020,"01","015",4536,116239,0.0390230473421141,-4.0845241605177,0
"137",2004,"01","017",1497,35463,0.0422130107435919,NA,0
"138",2005,"01","017",1646,35279,0.0466566512656254,10.5267083388694,0
"139",2006,"01","017",1483,34945,0.0424381170410645,-9.04165667729553,0
"140",2007,"01","017",1853,34847,0.0531753092088272,25.3008213285546,0
"141",2008,"01","017",1443,34563,0.0417498481034632,-21.4864027597742,0
"142",2009,"01","017",1505,34384,0.0437703583061889,4.83956300324377,0
"143",2010,"01","017",1521,34122,0.0445753472832777,1.83911900253946,0
"144",2011,"01","017",2220,34033,0.0652308053947639,46.3382999132238,0
"145",2012,"01","017",2183,34104,0.064010086793338,-1.87138361091562,0
"146",2013,"01","017",1941,34139,0.0568557954245877,-11.1768187283491,0
"147",2014,"01","017",1493,33977,0.0439414898313565,-22.7141410946584,0
"148",2015,"01","017",1655,33996,0.048682197905636,10.7886830703143,0
"149",2016,"01","017",1923,33745,0.0569862201807675,17.0576157864274,0
"150",2017,"01","017",1602,33707,0.0475272198653099,-16.5987501635527,0
"151",2018,"01","017",1766,33600,0.0525595238095238,10.5882564948576,0
"152",2019,"01","017",1800,33254,0.0541288266073254,2.98576296750479,0
"153",2020,"01","017",1405,34645,0.0405541925241738,-25.0783823222848,0
"154",2004,"01","019",859,24887,0.0345160123759392,NA,0
"155",2005,"01","019",915,25031,0.036554672206464,5.90641760212681,0
"156",2006,"01","019",961,25466,0.037736589963088,3.23328779956903,0
"157",2007,"01","019",948,25553,0.0370993621101241,-1.68862065593974,0
"158",2008,"01","019",906,25636,0.035340926821657,-4.7397992538183,0
"159",2009,"01","019",755,25854,0.0292024444960161,-17.3693303421779,0
"160",2010,"01","019",857,25963,0.0330085121133921,13.033387043661,0
"161",2011,"01","019",1026,25989,0.0394782407941822,19.600182700041,0
"162",2012,"01","019",1046,25958,0.0402958625471916,2.0710693702693,0
"163",2013,"01","019",872,26017,0.0335165468731983,-16.8238505033957,0
"164",2014,"01","019",741,25895,0.028615562849971,-14.6225804280165,0
"165",2015,"01","019",824,25732,0.0320223845795119,11.9054856526937,0
"166",2016,"01","019",1013,25768,0.0393123253647935,22.7651403260762,0
"167",2017,"01","019",935,25805,0.0362332881224569,-7.83224399412942,0
"168",2018,"01","019",963,26014,0.0370185284846621,2.16717941675996,0
"169",2019,"01","019",985,26196,0.0376011604825164,1.57389291715287,0
"170",2020,"01","019",901,24972,0.0360804100592664,-4.04442417131554,0
"171",2004,"01","021",1432,41534,0.0344777772427409,NA,0
"172",2005,"01","021",1596,41946,0.0380489200400515,10.3578104010823,0
"173",2006,"01","021",1471,42318,0.0347606219575594,-8.6422901859782,0
"174",2007,"01","021",1760,42881,0.0410438189407896,18.0756172628372,0
"175",2008,"01","021",1705,43239,0.0394319942644372,-3.92708261060617,0
"176",2009,"01","021",1630,43484,0.0374850519731395,-4.93746848876359,0
"177",2010,"01","021",1656,43653,0.0379355370764896,1.20177265239714,0
"178",2011,"01","021",2153,43689,0.049280139165465,29.9049465573697,0
"179",2012,"01","021",2161,43582,0.0495846909274471,0.618001018543288,0
"180",2013,"01","021",1872,43628,0.0429082240762813,-13.4647745630499,0
"181",2014,"01","021",1470,43760,0.0335923217550274,-21.7112279098111,0
"182",2015,"01","021",1650,43700,0.0377574370709382,12.3990099472283,0
"183",2016,"01","021",1995,43866,0.0454794145807687,20.4515404351268,0
"184",2017,"01","021",1670,44120,0.0378513145965549,-16.7726433036353,0
"185",2018,"01","021",1507,44163,0.0341235876185947,-9.84834217171256,0
"186",2019,"01","021",1523,44428,0.0342801836679571,0.458908515460623,0
"187",2020,"01","021",1556,45051,0.0345386339925862,0.753935063862025,0
"188",2004,"01","023",585,14930,0.0391828533154722,NA,0
"189",2005,"01","023",439,14545,0.0301821931935373,-22.9709154906817,0
"190",2006,"01","023",483,14431,0.0334696140253621,10.8919216398386,0
"191",2007,"01","023",484,14216,0.03404614518852,1.72255097630058,0
"192",2008,"01","023",476,14114,0.0337253790562562,-0.942151102533439,0
"193",2009,"01","023",403,13976,0.0288351459645106,-14.5001575329617,0
"194",2010,"01","023",553,13849,0.0399306809155896,38.4792050809627,0
"195",2011,"01","023",402,13609,0.0295392754794621,-26.0236119140921,0
"196",2012,"01","023",493,13563,0.0363488903634889,23.0527484966966,0
"197",2013,"01","023",454,13397,0.0338881839217735,-6.76968792474351,0
"198",2014,"01","023",369,13317,0.0277089434557333,-18.2342036395466,0
"199",2015,"01","023",450,13231,0.0340110346912554,22.7438886134005,0
"200",2016,"01","023",380,13045,0.0291299348409352,-14.3515182487969,0
"201",2017,"01","023",401,12925,0.0310251450676983,6.50605721266416,0
"202",2018,"01","023",319,12833,0.0248577885139874,-19.878574428108,0
"203",2019,"01","023",378,12589,0.0300262133608706,20.7919736865368,0
"204",2020,"01","023",367,12619,0.0290831286155797,-3.14087139112894,0
"205",2004,"01","025",973,26958,0.0360931819867943,NA,0
"206",2005,"01","025",879,26764,0.0328426244208638,-9.00601550486665,0
"207",2006,"01","025",962,26755,0.035955896094188,9.47936326107484,0
"208",2007,"01","025",1071,26436,0.0405129369042215,12.6739736873645,0
"209",2008,"01","025",1044,26283,0.0397214929802534,-1.95355850364344,0
"210",2009,"01","025",952,26038,0.0365619479222675,-7.95424547500426,0
"211",2010,"01","025",919,25766,0.0356671582705891,-2.44732488974788,0
"212",2011,"01","025",1159,25587,0.0452964395982335,26.9976129149166,0
"213",2012,"01","025",960,25155,0.0381633870005963,-15.7474906657241,0
"214",2013,"01","025",1047,25123,0.0416749592007324,9.20141653066911,0
"215",2014,"01","025",788,24864,0.0316924066924067,-23.953358802929,0
"216",2015,"01","025",897,24698,0.0363187302615596,14.5975773126166,0
"217",2016,"01","025",1012,24340,0.0415776499589154,14.4799106672566,0
"218",2017,"01","025",782,24063,0.0324980260150438,-21.8377516594697,0
"219",2018,"01","025",836,23918,0.0349527552470942,7.55347180445379,0
"220",2019,"01","025",868,23622,0.036745406824147,5.12878473922818,0
"221",2020,"01","025",747,22981,0.0325051129193682,-11.5396569837195,0
"222",2004,"01","027",539,14121,0.0381701012676156,NA,0
"223",2005,"01","027",618,14077,0.0439013994459047,15.0151505706159,0
"224",2006,"01","027",523,14053,0.0372162527574183,-15.2276391478676,0
"225",2007,"01","027",649,14085,0.0460773872914448,23.8098515500332,0
"226",2008,"01","027",588,14161,0.041522491349481,-9.88531731010178,0
"227",2009,"01","027",729,14006,0.0520491218049407,25.3516350135656,0
"228",2010,"01","027",571,13898,0.0410850482083753,-21.0648579963643,0
"229",2011,"01","027",761,13687,0.0556002045736831,35.3295347049119,0
"230",2012,"01","027",535,13434,0.039824326336162,-28.3737773241723,0
"231",2013,"01","027",512,13404,0.0381975529692629,-4.0848735347518,0
"232",2014,"01","027",458,13441,0.0340748456216055,-10.7931190015624,0
"233",2015,"01","027",461,13415,0.0343645173313455,0.850104246859166,0
"234",2016,"01","027",638,13393,0.0476368252071978,38.6221280161732,0
"235",2017,"01","027",566,13350,0.0423970037453184,-10.9995186267949,0
"236",2018,"01","027",561,13294,0.0421994884910486,-0.46587078524758,0
"237",2019,"01","027",570,13235,0.0430676237249717,2.05721743311468,0
"238",2020,"01","027",496,14211,0.0349025402856942,-18.9587507576908,0
"239",2004,"01","029",652,14339,0.0454703954250645,NA,0
"240",2005,"01","029",619,14368,0.0430818485523385,-5.25297141227267,0
"241",2006,"01","029",589,14538,0.0405145136882652,-5.95920312229483,0
"242",2007,"01","029",654,14799,0.0441921751469694,9.07739257837707,0
"243",2008,"01","029",683,14874,0.0459190533817399,3.90765611565283,0
"244",2009,"01","029",660,14918,0.0442418554766054,-3.65250975709671,0
"245",2010,"01","029",717,15004,0.0477872567315383,8.01368120016479,0
"246",2011,"01","029",731,14928,0.0489683815648446,2.47163138060366,0
"247",2012,"01","029",702,14889,0.0471489018738666,-3.71562145375092,0
"248",2013,"01","029",764,14976,0.0510149572649573,8.19967218204398,0
"249",2014,"01","029",514,15026,0.0342073738852655,-32.9463833369455,0
"250",2015,"01","029",644,14914,0.0431809038487327,26.2327356480658,0
"251",2016,"01","029",728,14848,0.0490301724137931,13.5459613943028,0
"252",2017,"01","029",679,14899,0.0455735284247265,-7.05003433374464,0
"253",2018,"01","029",545,15010,0.036309127248501,-20.3284702687163,0
"254",2019,"01","029",631,14910,0.0423205902079141,16.5563411047324,0
"255",2020,"01","029",635,15063,0.0421562769700591,-0.388258379781135,0
"256",2004,"01","031",3272,45053,0.0726255743235745,NA,0
"257",2005,"01","031",3547,45604,0.077778265064468,7.09487090310141,0
"258",2006,"01","031",3388,46228,0.0732889158086008,-5.77198430968612,0
"259",2007,"01","031",3538,47458,0.0745501285347044,1.72087786016274,0
"260",2008,"01","031",3796,48516,0.0782422293676313,4.95250766899508,0
"261",2009,"01","031",3925,49440,0.0793891585760518,1.46586979651549,0
"262",2010,"01","031",4306,50208,0.0857632249840663,8.02888772515254,0
"263",2011,"01","031",4582,50444,0.0908333994132107,5.91182809425179,0
"264",2012,"01","031",4676,51141,0.0914334878082165,0.660647293707409,0
"265",2013,"01","031",3994,50681,0.0788066533809514,-13.8098575586989,0
"266",2014,"01","031",2817,50657,0.0556092938784373,-29.4357881058317,0
"267",2015,"01","031",3929,50963,0.0770951474599219,38.6371631124339,0
"268",2016,"01","031",5235,51202,0.102242099917972,32.6180742713058,0
"269",2017,"01","031",4002,51853,0.0771797195919233,-24.5127793209998,0
"270",2018,"01","031",3716,51950,0.0715303176130895,-7.31980111965192,0
"271",2019,"01","031",4149,52342,0.0792671277368079,10.8161271778033,0
"272",2020,"01","031",3896,53547,0.0727585112144471,-8.21099074508095,0
"273",2004,"01","033",2146,54380,0.0394630378815741,NA,0
"274",2005,"01","033",2202,54359,0.0405084714582682,2.64914622090511,0
"275",2006,"01","033",2212,54413,0.0406520500615662,0.354440930820873,0
"276",2007,"01","033",2331,54486,0.042781631978857,5.23855971363216,0
"277",2008,"01","033",2296,54473,0.0421493216823013,-1.47799480129258,0
"278",2009,"01","033",2064,54426,0.0379230514827472,-10.0268996768428,0
"279",2010,"01","033",2332,54524,0.0427701562614628,12.7814207696888,0
"280",2011,"01","033",2572,54539,0.0471589138048002,10.2612614190793,0
"281",2012,"01","033",2653,54570,0.0486164559281657,3.09070333850026,0
"282",2013,"01","033",2486,54529,0.0455904197766326,-6.22430428907493,0
"283",2014,"01","033",1972,54462,0.0362087326943557,-20.5781985080241,0
"284",2015,"01","033",2362,54417,0.0434055534116177,19.8759254514971,0
"285",2016,"01","033",2939,54497,0.0539295741049966,24.2457931444369,0
"286",2017,"01","033",2241,54695,0.0409726666057226,-24.0256069407259,0
"287",2018,"01","033",2258,55004,0.0410515598865537,0.192551003795404,0
"288",2019,"01","033",2438,55241,0.0441338860628881,7.50842643946393,0
"289",2020,"01","033",2314,57299,0.040384648946753,-8.49514386925421,0
"290",2004,"01","035",567,13430,0.0422189128816083,NA,0
"291",2005,"01","035",507,13421,0.0377766187318382,-10.5220476951346,0
"292",2006,"01","035",548,13603,0.0402852311990002,6.64064850528245,0
"293",2007,"01","035",705,13441,0.0524514545048732,30.2002072317134,0
"294",2008,"01","035",542,13388,0.0404840155363012,-22.8162194576704,0
"295",2009,"01","035",454,13274,0.0342021997890613,-15.5167802996397,0
"296",2010,"01","035",489,13236,0.0369446962828649,8.01847983672881,0
"297",2011,"01","035",601,13195,0.0455475558923835,23.2857770534944,0
"298",2012,"01","035",594,13046,0.045531197301855,-0.0359154079906133,0
"299",2013,"01","035",572,12912,0.0442998760842627,-2.70434622974895,0
"300",2014,"01","035",462,12677,0.0364439536167863,-17.7335088986111,0
"301",2015,"01","035",489,12678,0.038570752484619,5.83580719643191,0
"302",2016,"01","035",569,12500,0.04552,18.0168834355828,0
"303",2017,"01","035",546,12431,0.0439224519346794,-3.50955198884131,0
"304",2018,"01","035",515,12292,0.0418971688903352,-4.61104277000795,0
"305",2019,"01","035",501,12067,0.0415181901052457,-0.904545092489269,0
"306",2020,"01","035",510,11553,0.0441443780836146,6.32539128442674,0
"307",2004,"01","037",744,11560,0.0643598615916955,NA,0
"308",2005,"01","037",726,11467,0.0633121130199703,-1.62795342596005,0
"309",2006,"01","037",695,11451,0.0606933892236486,-4.13621291631151,0
"310",2007,"01","037",690,11439,0.0603199580382901,-0.615274892595767,0
"311",2008,"01","037",811,11493,0.0705646915513791,16.9839864719167,0
"312",2009,"01","037",636,11410,0.0557405784399649,-21.0078337841532,0
"313",2010,"01","037",710,11780,0.0602716468590832,8.12885073304075,0
"314",2011,"01","037",626,11486,0.0545011318126415,-9.57417848550471,0
"315",2012,"01","037",692,11346,0.0609906575004407,11.9071393051217,0
"316",2013,"01","037",655,11254,0.0582015283454772,-4.57304326477112,0
"317",2014,"01","037",611,11037,0.055359246171967,-4.8835181039211,0
"318",2015,"01","037",667,10934,0.0610023779037864,10.1936571070524,0
"319",2016,"01","037",658,10819,0.060818929660782,-0.300723101800611,0
"320",2017,"01","037",593,10724,0.0552965311450951,-9.08006527982006,0
"321",2018,"01","037",555,10643,0.0521469510476369,-5.69580050002384,0
"322",2019,"01","037",600,10663,0.0562693425865141,7.90533570239094,0
"323",2020,"01","037",495,10341,0.0478677110530896,-14.9310995068175,0
"324",2004,"01","039",1064,36806,0.0289083301635603,NA,0
"325",2005,"01","039",1309,37204,0.0351843887754005,21.7102080138525,0
"326",2006,"01","039",1308,37441,0.0349349643439011,-0.708906535485454,0
"327",2007,"01","039",1474,37631,0.039169833382052,12.1221507383341,0
"328",2008,"01","039",1364,37545,0.0363297376481555,-7.25072201914916,0
"329",2009,"01","039",1252,37648,0.0332554186145346,-8.46226599100419,0
"330",2010,"01","039",1248,37809,0.033008013964929,-0.743952895235894,0
"331",2011,"01","039",1583,38020,0.0416359810625986,26.1390070509448,0
"332",2012,"01","039",1445,37805,0.0382224573469118,-8.19849473597055,0
"333",2013,"01","039",1313,37814,0.0347225895171101,-9.15657462322864,0
"334",2014,"01","039",989,37760,0.0261917372881356,-24.5685945305743,0
"335",2015,"01","039",1211,37556,0.0322451805304079,23.1120340574523,0
"336",2016,"01","039",1507,37382,0.0403135198758761,25.0218457851695,0
"337",2017,"01","039",1202,37062,0.0324321407371432,-19.5502133353759,0
"338",2018,"01","039",1047,36953,0.0283332882309961,-12.6382422281881,0
"339",2019,"01","039",1343,37049,0.0362492914788523,27.9388794668606,0
"340",2020,"01","039",1151,37507,0.0306876049804037,-15.3428833269564,0
"341",2004,"01","041",587,13727,0.0427624389888541,NA,0
"342",2005,"01","041",610,13699,0.0445287977224615,4.13063140310545,0
"343",2006,"01","041",653,13880,0.0470461095100865,5.65322199650399,0
"344",2007,"01","041",670,13956,0.0480080252221267,2.04462328991092,0
"345",2008,"01","041",610,13922,0.043815543743715,-8.73287634518114,0
"346",2009,"01","041",727,14024,0.0518397033656589,18.3135000420824,0
"347",2010,"01","041",614,13869,0.0442713966399885,-14.5994406493538,0
"348",2011,"01","041",987,13894,0.0710378580682309,60.4599435746408,0
"349",2012,"01","041",744,13915,0.0534674811354653,-24.7338213884341,0
"350",2013,"01","041",602,13847,0.0434751209648299,-18.6886682492462,0
"351",2014,"01","041",538,13851,0.0388419608692513,-10.6570378477537,0
"352",2015,"01","041",569,13850,0.0410830324909747,5.769718035779,0
"353",2016,"01","041",679,13916,0.0487927565392354,18.7662000120229,0
"354",2017,"01","041",558,13858,0.0402655505844999,-17.4763767402208,0
"355",2018,"01","041",600,13825,0.0433996383363472,7.78354624822572,0
"356",2019,"01","041",606,13772,0.0440023235550392,1.38868719140285,0
"357",2020,"01","041",585,13165,0.0444360045575389,0.985586595119812,0
"358",2004,"01","043",2550,78131,0.0326374934405038,NA,0
"359",2005,"01","043",2528,78692,0.0321252478015554,-1.56950054967344,0
"360",2006,"01","043",2416,79044,0.0305652547947978,-4.85597190220603,0
"361",2007,"01","043",2367,79576,0.0297451492912436,-2.68312994300256,0
"362",2008,"01","043",2656,80273,0.0330870903043365,11.235247066239,0
"363",2009,"01","043",2439,80351,0.0303543204191609,-8.25932368195386,0
"364",2010,"01","043",2678,80456,0.0332852739385503,9.65580345372907,0
"365",2011,"01","043",3142,80410,0.039074741947519,17.3934816329196,0
"366",2012,"01","043",2650,80279,0.0330098780502996,-15.5211873321264,0
"367",2013,"01","043",2628,80690,0.0325690915850787,-1.33531685439501,0
"368",2014,"01","043",2083,81068,0.0256944787092318,-21.1077820758025,0
"369",2015,"01","043",2339,81761,0.028607771431367,11.3382052039396,0
"370",2016,"01","043",3124,82450,0.0378896300788357,32.445234924142,0
"371",2017,"01","043",2638,82867,0.0318341438690914,-15.9819090266777,0
"372",2018,"01","043",2511,83418,0.0301014169603683,-5.44298259079464,0
"373",2019,"01","043",2703,83768,0.0322676917199885,7.19658733166086,0
"374",2020,"01","043",2578,88131,0.0292519090898776,-9.34613686123329,0
"375",2004,"01","045",5687,49245,0.115483805462484,NA,0
"376",2005,"01","045",5466,49050,0.111437308868502,-3.50395155214774,0
"377",2006,"01","045",5344,49077,0.108890111457506,-2.28576716080045,0
"378",2007,"01","045",5318,49488,0.107460394439056,-1.31299068327942,0
"379",2008,"01","045",5695,49871,0.114194622125083,6.26670665148728,0
"380",2009,"01","045",5199,49854,0.104284510771453,-8.67826450073548,0
"381",2010,"01","045",5571,50394,0.110548874866055,6.00699379827525,0
"382",2011,"01","045",5767,50122,0.115059255416783,4.07998774857952,0
"383",2012,"01","045",5646,50289,0.112271073196922,-2.42325765950903,0
"384",2013,"01","045",5060,49771,0.101665628578891,-9.44628417279729,0
"385",2014,"01","045",3538,49414,0.0715991419435787,-29.5738953819396,0
"386",2015,"01","045",5135,49365,0.104021067557986,45.2825616820334,0
"387",2016,"01","045",6836,49362,0.138487095336494,33.1336993434471,0
"388",2017,"01","045",5347,49342,0.108366097847675,-21.7500391755858,0
"389",2018,"01","045",4816,49143,0.0979997151171072,-9.56607549451461,0
"390",2019,"01","045",5328,49172,0.108354348002928,10.565982639284,0
"391",2020,"01","045",4670,49253,0.0948165593973971,-12.493996646231,0
"392",2004,"01","047",1587,44795,0.035428061167541,NA,0
